id,text,label,emoji,tag
3002,<url> having so <elongated> much fun in math 😂 <hashtag> math </hashtag> <hashtag> class </hashtag> <hashtag> drawing </hashtag> <hashtag> music </hashtag> <hashtag> eye </hashtag> <hashtag> snowflake </hashtag> <hashtag> flo </hashtag> . <repeated> <url>,1,😂,"<url>,<elongated>,</hashtag>,<hashtag>,<repeated>"
3003,<user> stay faithful or stay single,0,,<user>
3004,"<user> <hashtag> eskom </hashtag> yup , service delivery is impeccable . diesel supply or cash flow problems ? ineptitude",1,,"<hashtag>,</hashtag>,<user>"
3005,check it out ! <url>,0,,<url>
3006,tribute to a brave elephant simply defending his family . <url>,0,,<url>
3007,<user> <user> thanks for plan c two weeks in a row ! getting rid of exotic engrams is also an amazing move !,1,,<user>
3008,amazingly <url> is not owned by <hashtag> bhp </hashtag> . they are going to have to shell out some decent money for it . <hashtag> bhp billiton </hashtag> <hashtag> south 32 </hashtag>,0,,"<hashtag>,<url>,</hashtag>"
3009,"so , <user> faved my tweet . what was my reaction ? . <repeated> my parents thought i went crazy . ashamed <url>",0,,"<url>,<repeated>,<user>"
3010,<user> <user> what does <allcaps> pti </allcaps> do apart from whining ? <hashtag> youthiacrasy </hashtag>,1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
3011,horses are just hornless unicorns <surprise> <hashtag> enlightened </hashtag> <hashtag> mystical </hashtag> <hashtag> wow </hashtag> <hashtag> on </hashtag> <hashtag> drugs </hashtag>,0,,"<hashtag>,</hashtag>,<surprise>"
3012,officer <hashtag> jenny </hashtag> is a single w <elongated> . monstermmorpg . com <hashtag> entity </hashtag> . cestas follow <user> <hashtag> dancing </hashtag>,0,,"<hashtag>,</hashtag>,<elongated>,<user>"
3013,"really , what else can a fish be besides a fish ? <user> <user> <user> <user>",0,,<user>
3014,just a had a bruce springsteen flashback . shudder <emphasis> <user> <user> <user> <user> <user>,0,,"<emphasis>,<user>"
3015,this is a song ? <repeated> awful ! <repeated> <url>,0,,"<url>,<repeated>"
3016,<user> oh lordy ! eating out was the hardest or going to someone ' s place . esp as i do not eat meat . eye roll what can we feed her ?,0,,<user>
3017,wondering weather to have a few drinks tonight or not 🎅 🎁 🎁 🎄,0,"🎄,🎁,🎅",
3018,working cart today . <repeated> gonna make that money ! . <number> golfers all day 😒 🔫,1,"😒,🔫","<number>,<repeated>"
3019,". <user> i could not find the letter in my binder , but i did find these ! <url>",0,,"<url>,<user>"
3020,i couldnt help myself . <repeated> i am a bad person . <repeated> <url>,1,,"<url>,<repeated>"
3021,<user> great christmas present . unreal what the alcohol industry will do to lure young people . <hashtag> sad </hashtag> <hashtag> no social conscience </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
3022,<user> who does not ? <repeated>,1,,"<repeated>,<user>"
3023,sinking my teeth in to why the <allcaps> sps </allcaps> failed in vt,0,,"</allcaps>,<allcaps>"
3024,<user> my <number> year old got it for me ! i think macy ' s <url>,0,,"<url>,<number>,<user>"
3025,gah ! desperately trying to bust this cold !,0,,
3026,just hangin ' with ma dawg <hashtag> eyes up </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
3027,sitting in this hall is fun ! <repeated> 😒,1,😒,<repeated>
3028,i fell asleep posting my last post .,1,,
3029,<user> <user> i will not be pledging anytime soon . <repeated> why are these <allcaps> grown </allcaps> women competing . <repeated> <allcaps> aka </allcaps> vs <allcaps> delta </allcaps> . <repeated> crabs in a barrel . <repeated> <allcaps> sad </allcaps>,0,,"</allcaps>,<allcaps>,<repeated>,<user>"
3030,dang my selfie game is on point when i am drinking <hashtag> actually sorry </hashtag>,1,,"<hashtag>,</hashtag>"
3031,turning in my paper then coming back home and studying <hashtag> perfect day </hashtag>,1,,"<hashtag>,</hashtag>"
3032,<user> have you heard back yet ? ! <repeated>,0,,"<repeated>,<user>"
3033,<user> do not you see the for call teammates soft when you have not been to practice in <number> weeks ? <hashtag> overpaid </hashtag> .,1,,"<hashtag>,<number>,</hashtag>,<user>"
3034,heaven help the fool who did her wrong,0,,
3035,working a double on <number> hours of sleep here we go let us get it,1,,<number>
3036,another day in paradise haha,1,,
3037,"yeah , because that ' s what ' s most important . . the man really is a prized prat . <url>",1,,<url>
3038,i work in front of laptop for <number> hours a day and suffer terrible dry eye . <hashtag> bloodshot </hashtag> <hashtag> eye rony </hashtag>,0,,"<hashtag>,<number>,</hashtag>"
3039,<user> <user> khan is doing to brook what mayweather is doing to khan . making poor excuses to avoid the big fight,1,,<user>
3040,"it ' s okay , you know playing loud music during quiet hours is perfectly fine . <repeated> <hashtag> some ppl have to study </hashtag>",1,,"<hashtag>,</hashtag>,<repeated>"
3041,<user> dirk ' s got a lot of moves i am trying to steal . kevin durant on his one legged fadeway,0,,<user>
3042,<hashtag> eu </hashtag> moscovici quizzed on extra time for three eu countries to hit eurozone targets <url>,0,,"<hashtag>,<url>,</hashtag>"
3043,"we need a <hashtag> democracy </hashtag> <hashtag> co pocracy </hashtag> ! <repeated> <hashtag> police </hashtag> , <hashtag> morning joe </hashtag> ! <hashtag> black lives matter </hashtag> <hashtag> democracy matters </hashtag> <hashtag> ferguson </hashtag> <hashtag> eric garner </hashtag>",0,,"<hashtag>,</hashtag>,<repeated>"
3044,late night snuggles with my boy 💜 💕,0,"💕,💜",
3045,getting some night heli shots of <user> for <user> <user> <user> <hashtag> nh </hashtag> <hashtag> skiing </hashtag> . <repeated> <url>,0,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
3046,<user> congratulations gg for giving us amazing collections for <number> yrs . in fact i was planning to do the same for u from my prospictive 😊,0,😊,"<number>,<user>"
3047,library computer has frozen again <hashtag> shocker </hashtag>,1,,"<hashtag>,</hashtag>"
3048,<user> thei rights to protest ends where my fundamental rights begin . they cannot take my right of earning livelihood and free movement .,0,,<user>
3049,<user> my entire body sends sympathies too i was diagnosed with rheumatoid arthritis <number> yrs ago yay flare ups ! <repeated>,1,,"<number>,<repeated>,<user>"
3050,cleaning up spew is a definite highlight of my job ! <repeated>,1,,<repeated>
3051,"<user> <hashtag> psa </hashtag> hey jay , i tuned in when u said why all the cocaine talk today . <repeated> after tweeting coke joke saw it ' s escobar ' s 6 5 th",1,,"<hashtag>,</hashtag>,<repeated>,<user>"
3052,<user> i just texted you . now i am going to sleep not ignoring,0,,<user>
3053,i am a victoria secret model . it ' s such a secret not even victoria knows . <url>,1,,<url>
3054,<user> gotta love how honest kids are . <hashtag> say what they think </hashtag>,0,,"<hashtag>,</hashtag>,<user>"
3055,shout outs to the guy who took a shower in <number> million before heading out . the <allcaps> whole bus </allcaps> thanks you,1,,"<number>,<allcaps>,</allcaps>"
3056,"pretty sure there ' s a satanic baby in the apartment next door . stays howling . not crying . howling . all day , all night . ugh . <hashtag> kill me now </hashtag>",0,,"<hashtag>,</hashtag>"
3057,pretty much the real deal <hashtag> thanks mom </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
3058,all i wanted was to see you,0,,
3059,<user> <url> <hashtag> christmas </hashtag> <hashtag> gift </hashtag> <allcaps> get started at making money in social media </allcaps> <url>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
3060,<user> <user> <user> <user> <user> <user> <user> fuck it mite just warch eastenders,0,,<user>
3061,<user> i miss seeing your face and t rex hands everyday on vlogmas 😭 😘 rexemoji 🙈,1,"😭,🙈,😘",<user>
3062,stay tuned for drunk videos of my mom,0,,
3063,"<user> , you <allcaps> are </allcaps> pretty so i better play your free <hashtag> skinner box </hashtag> game . i am sure it will not ask for my money after a few levels .",1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
3064,going to sleep a solid <number> minutes earlier than last night ! <repeated> <hashtag> success </hashtag> <hashtag> just what i wanted </hashtag>,1,,"<hashtag>,<number>,</hashtag>,<repeated>"
3065,and all i wanna do is blast music and get ready for my trip but my second roommate is sleeping and i suffer from being considerate,1,,
3066,<user> thanks for the wake up wrap and coffee this morning ! <repeated> <hashtag> cheap bastard </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
3067,"<user> <hashtag> chris christy </hashtag> will do well among republican voters . <hashtag> jeb bush </hashtag> , i think he could do well , democrats do not like him .",0,,"<hashtag>,</hashtag>,<user>"
3068,"awh i love her replies , they get me feeling all types of ways ! <hashtag> no replies </hashtag> <hashtag> story of my life </hashtag> <url>",1,,"<hashtag>,<url>,</hashtag>"
3069,boom <elongated> <number> goals in <number> minutes ! <repeated> <hashtag> thats arsenal </hashtag> <number> you,0,,"<elongated>,</hashtag>,<hashtag>,<number>,<repeated>"
3070,<user> someone described it to me as ' passing like a laxette through a budgie ' but i can not remember who .,0,,<user>
3071,i can not believe all the shits for the past days are finally over !,0,,
3072,greek salad and i are lovers . that is all .,0,,
3073,"<hashtag> exclusive </hashtag> <hashtag> indonesia </hashtag> <hashtag> air asia </hashtag> <hashtag> crash </hashtag> <hashtag> probe </hashtag> <hashtag> focuses </hashtag> on <hashtag> timing </hashtag> of <hashtag> request </hashtag> to <hashtag> climb </hashtag> , <hashtag> weather </hashtag> . <url> via <user>",0,,"<hashtag>,<url>,</hashtag>,<user>"
3074,<user> are not humans the ones who are playing the sport ?,1,,<user>
3075,"listening to tron legacy album while cleaning , makes you feel like you can clean the world .",0,,
3076,congrats still <allcaps> sasmvt </allcaps> for a good run . ulitin nalang ulit ang <number> peat next year <happy>,0,,"<happy>,</allcaps>,<allcaps>,<number>"
3077,<user> oh crap . mean . what did it mean . see my last few rts .,0,,<user>
3078,"<user> <user> we have grinded for our gear and now they are worthless , thank you",1,,<user>
3079,i miss how close we were . 😔,0,😔,
3080,<user> haha go to icelands x,0,,<user>
3081,damned if you do . <repeated> <url> <hashtag> communication </hashtag> <hashtag> truth </hashtag> via <user>,0,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
3082,being mom tonight was both refreshing and a real tbt,0,,
3083,"<user> , <user> , wait . <repeated> your followup to ferguson / stereotyping talk is audio about a kid who wants to do hood rat stuff ?",1,,"<repeated>,<user>"
3084,<user> people who are drinking and driving now please,0,,<user>
3085,youve got to just love the efficiency <user> two day service ! <hashtag> 7 day service </hashtag> <hashtag> priority mail </hashtag> <hashtag> hahahaha </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>,<user>"
3086,lighting now setup on the <hashtag> malawi </hashtag> <hashtag> aquarium </hashtag> . <repeated> water tomorrow ! <hashtag> cichlids </hashtag> <hashtag> no filter </hashtag> <hashtag> marine white </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
3087,i would have made a much more convincing bella swan .,0,,
3088,"and with this revelation , the african american community ' s faith in law enforcement skyrockets ! <url>",1,,<url>
3089,it scares me when i think about what things will be like a year from now ! <number>,0,,<number>
3090,at least my tan looks good 😳 😂 need to learn to appreciate my pale skin 🙈,1,"😳,🙈,😂",
3091,<user> <allcaps> dont say anything just rt </allcaps> <url> <user>,0,,"<url>,</allcaps>,<allcaps>,<user>"
3092,"tomorrow ' s afternoon <hashtag> nfl </hashtag> sked in <hashtag> panama city </hashtag> area <allcaps> wecp </allcaps> 1 2 p <hashtag> k cvs pit </hashtag> , <time> p <hashtag> in dvs dal </hashtag> <allcaps> wpgx </allcaps> 1 2 p <hashtag> at lvs no </hashtag> .",0,,"<time>,</allcaps>,<allcaps>,</hashtag>,<hashtag>"
3093,"looking for <user> practitioners . <repeated> anyone out there , or recommendations ?",0,,"<repeated>,<user>"
3094,"<user> <user> <user> <user> i am off to visit great nephew very ill , only <number> fair",0,,"<number>,<user>"
3095,<user> electricity generated in kashmir can illuminate whole india pm but it ' s only not illuminating <hashtag> kashmir </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
3096,yeah so i am on a diet 🍕 <url>,1,,<url>
3097,"love , love , love how the left side of my face is swollen . 😡 😭",1,"😭,😡",
3098,<hashtag> christmas </hashtag> <hashtag> been </hashtag> <hashtag> the </hashtag> <hashtag> best </hashtag> west monkseaton <url>,0,,"<hashtag>,<url>,</hashtag>"
3099,taylor wrote a nasty note on my car today . <hashtag> we </hashtag> <hashtag> are </hashtag> <hashtag> friends </hashtag>,0,,"<hashtag>,</hashtag>"
3100,"<user> <annoyed> still q10 , still one of the best <laugh>",0,,"<annoyed>,<laugh>,<user>"
3101,it ' s funny to think that there are literally books out there for whatever you want to do in life be a . <repeated> <url>,0,,"<url>,<repeated>"
3102,<user> <user> are not most legislators ' list of legislative accomplisments the past <number> years short ?,0,,"<number>,<user>"
3103,<hashtag> all </hashtag> <hashtag> and </hashtag> <hashtag> for </hashtag> <hashtag> hot </hashtag> <hashtag> rachel </hashtag> <hashtag> style </hashtag> <hashtag> fashion </hashtag> please rt <url> <url>,0,,"<hashtag>,<url>,</hashtag>"
3104,<user> <user> really ? ! <repeated> unbelievable ! u mean he was a thug and criminal ?,1,,"<repeated>,<user>"
3105,"lol , who throws middle fingers up in pictures anymore ? oh , you are bad .",1,,
3106,that <number> hour sleep put me into hyper mode,1,,<number>
3107,it ' s a comforting thought every tax payer will b reminded of <hashtag> ocare </hashtag> being rammed in2 law when answering questions on <number> tax forms,1,,"<hashtag>,<number>,</hashtag>"
3108,<user> definitely consult a tax professional on that one .,0,,<user>
3109,"dayum , i really got the house to myself while my brother still has school all week 😎",0,😎,
3110,<hashtag> nba </hashtag> players <hashtag> ny </hashtag> support protests of <hashtag> police </hashtag> killings / sure <hashtag> money </hashtag> donations for <hashtag> college </hashtag> wb coming <url>,1,,"<hashtag>,<url>,</hashtag>"
3111,"day off should be snuggled on the sofa doing nothing . <repeated> but alas i have errons to do so trying up drag myself out of bed , happening",0,,<repeated>
3112,who accepts this challenge ? who ' s next ? ends soon . be a ten executive and founding member . <url>,0,,<url>
3113,even soweto tv did not bother to show these fvcken awards . <repeated> useless to the bone . <repeated> go figure,0,,<repeated>
3114,these guys are just amazing <hashtag> gotta listen </hashtag> <user> the allman brothers band stormy monday at fil . <repeated> <url>,0,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
3115,<user> my favourite day of the year ! <repeated> <url>,1,,"<url>,<repeated>,<user>"
3116,i would <allcaps> love </allcaps> to touch an anaconda ! jump on that thang and ride it like a horse ! <hashtag> eaten alive </hashtag>,0,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
3117,cluck ! rt <user> most transparent administration ever sends password protected documents to oversight . <hashtag> gruber </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
3118,"<user> gonna miss <user> , <user> , <user> and others , but at least we got howie kendrick . <repeated> <hashtag> wtf </hashtag>",1,,"<hashtag>,</hashtag>,<repeated>,<user>"
3119,do i . <repeated> do i want to know what he has in the bag ? <hashtag> cthulhu </hashtag> <hashtag> christmas </hashtag> <hashtag> lovecraft </hashtag> <hashtag> santa claus </hashtag> <hashtag> funny </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
3120,no pai ̇ n no gai ̇ n ! <hashtag> fit </hashtag> <hashtag> fitness </hashtag> <hashtag> gym </hashtag> <hashtag> no </hashtag> <hashtag> give </hashtag> <hashtag> up </hashtag> 👊 💪 <url>,0,👊,"<hashtag>,<url>,</hashtag>"
3121,<user> no u dnt hav to . <repeated> bt sme ppl do . <repeated> evn whn they do shit . <repeated> <tong>,0,,"<tong>,<repeated>,<user>"
3122,<user> <user> <allcaps> it has the word man in it </allcaps> ! <repeated> just as sexist as saying mail man instead of mail carrier . <hashtag> michigan man </hashtag>,1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>,<repeated>"
3123,walking to school is so awesome,1,,
3124,<user> did your python tweeter send that ?,1,,<user>
3125,listening to a guy who decimated his team explaining to another how to build teams . <repeated> hahahahaha ah <elongated> . <hashtag> tragedy </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>,<repeated>"
3126,"<user> he lost his license not long after , mwahaha <user>",1,,<user>
3127,"<user> no , there ' only ' are some finnish <hashtag> snipers </hashtag> , working with the fascists in kyiv ! nice guys , !",1,,"<hashtag>,</hashtag>,<user>"
3128,there ' s nothing better than the feeling of being loved 😒 lol nothing 👍,1,"😒,👍",
3129,<user> thanks for leaving the dish for us <hashtag> bad business </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
3130,gareth ' s polar opposite is a chicken loving vegetarian 😂 🐣 <hashtag> bones </hashtag> <user>,1,😂,"<hashtag>,</hashtag>,<user>"
3131,can always <hashtag> count on mother </hashtag> to impart <hashtag> words of kindness </hashtag> . especially on a special day ! ! <repeated>,1,,"<hashtag>,</hashtag>,<repeated>"
3132,<hashtag> politics </hashtag> is not my cup of tea says <hashtag> sonakshi </hashtag> <user> of <hashtag> lingaa </hashtag> fame . <hashtag> sonakshi </hashtag> dad <hashtag> sha tru </hashtag> is our top <hashtag> bjp </hashtag> leader,1,,"<hashtag>,</hashtag>,<user>"
3133,loadshedding again ! eissh wonder if eskom and cell c have partnered up ? both get paid but their services suck ! <repeated> <hashtag> dialing in the dark </hashtag>,0,,"<hashtag>,</hashtag>,<repeated>"
3134,my dad would have a shotgun ready my dad would offer him a beer my dad would ask him to join his clan 😂 <user> <user>,0,😂,<user>
3135,"rush rush rush , all done and then <allcaps> pow </allcaps> , a football through the window . <hashtag> glass everywhere </hashtag> <hashtag> boys will be boys </hashtag>",0,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
3136,"man <elongated> stupid instagram i went from having <number> followers , to my cat my mom and tom from myspace . <repeated> <hashtag> smh </hashtag> <hashtag> but still </hashtag> ! <repeated>",0,,"<elongated>,</hashtag>,<hashtag>,<number>,<repeated>"
3137,<user> joke of the year congrats ! <hashtag> kuivaa </hashtag> <annoyed>,1,,"<hashtag>,</hashtag>,<annoyed>,<user>"
3138,<user> oh right do you know john parker the pisshead <user>,0,,<user>
3139,<user> georgia ' s nativity play in the morning too . <repeated>,0,,"<repeated>,<user>"
3140,love taking the subway alone at <time>,1,,<time>
3141,this is the weather i just love walking to work in <hashtag> worst </hashtag> <hashtag> weather bomb </hashtag>,1,,"<hashtag>,</hashtag>"
3142,<user> <user> shit ! i better shut my stupid girly mouth because im so concerned about what men might think of me .,1,,<user>
3143,<user> <allcaps> breaking </allcaps> <hashtag> real journalist </hashtag> bullying major problem in nation ' s high schools .,0,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
3144,"the uofl student ticket policy is such a well thought out plan , good job <allcaps> sga </allcaps> . <hashtag> i hate you </hashtag>",1,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
3145,love that i can count on people .,1,,
3146,"quick feet in slow motion ! never stop loving , knees high , arms moving ! still a lot more to be done . <repeated> <url>",0,,"<url>,<repeated>"
3147,wait for it city data will become a fox news site soon <user> <user> <user> <user>,0,,<user>
3148,<hashtag> eu </hashtag> keeping deficits down how successful is the eus budget surveillance mechanism ? <url>,0,,"<hashtag>,<url>,</hashtag>"
3149,<user> <url> true . <repeated> you can not replace your one and only mam .,0,,"<url>,<repeated>,<user>"
3150,there are two things that need to better . drafting and the players work ethic . that ' s it .,0,,
3151,was swarmed by about <number> teenage girls as i walked in the mall . <repeated> help . at least they were leaving right ? ! <repeated>,0,,"<number>,<repeated>"
3152,<user> i thought it funny p,0,,<user>
3153,"<url> nope , you do <allcaps> not </allcaps> fit that definition <user> <user> <user> <user> <user>",0,,"<url>,</allcaps>,<allcaps>,<user>"
3154,<user> i love that song < <number>,0,,"<number>,<user>"
3155,"ok , ok , <allcaps> geez </allcaps> ! <allcaps> i know already </allcaps> ! <user> <user> <user> <hashtag> totally </hashtag> <hashtag> repete t i ve </hashtag> <url>",0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
3156,<user> <user> what ? <repeated> no verbal submission ?,1,,"<repeated>,<user>"
3157,rushes to take the which christmas cookie am i ? personality test,1,,
3158,<user> <user> <user> first line is correct ! <repeated> can not say about the latter one ! <repeated> 😁,0,😁,"<repeated>,<user>"
3159,"during <user> criticism of <user> , a promo for a special featuring <hashtag> bill cosby </hashtag> <hashtag> rape </hashtag> victims airs . <hashtag> hypocrites </hashtag>",1,,"<hashtag>,</hashtag>,<user>"
3160,could not agree more ! rt <user> nothing makes me feel more special than receiving an automated dm .,1,,<user>
3161,". <user> , michael bloomberg will be wearing his speedo for the <hashtag> global warming </hashtag> with his bodyguards . <user>",1,,"<hashtag>,</hashtag>,<user>"
3162,the moment you realize that what have you done in this whole year .,1,,
3163,but someone selling a pack of cigarettes gets a death penalty <hashtag> eric garner </hashtag>,1,,"<hashtag>,</hashtag>"
3164,it ' s the most wonderful time of the fiscal year,1,,
3165,"<user> what ' s the law for parking on a residential street , on the opposite side of the road facing the wrong direction ? <hashtag> curiosity </hashtag>",0,,"<hashtag>,</hashtag>,<user>"
3166,<user> robert is handsome ugly <hashtag> rdj </hashtag> i love you <hashtag> 你就算 5隔格我都知你讲 me </hashtag> ga <hashtag> btw </hashtag> tomtom i love u too,0,,"<hashtag>,</hashtag>,<user>"
3167,coming to the conclusion that apple is skynet <hashtag> terminator </hashtag> <hashtag> apocalypse is coming </hashtag> <hashtag> war of the machines </hashtag>,0,,"<hashtag>,</hashtag>"
3168,it just had to snow and cancel our vball tournament today . <repeated> 🔫 😡 😡 😡 😡 <hashtag> ball </hashtag> <hashtag> is </hashtag> <hashtag> life </hashtag>,0,"🔫,😡","<hashtag>,</hashtag>,<repeated>"
3169,<user> really showing me the fastest <allcaps> lte </allcaps> around <hashtag> speedtest </hashtag> <url>,1,,"<url>,</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
3170,i have changed gazilion times the <hashtag> java </hashtag> configuration <allcaps> not </allcaps> to check for updates . it ' s nice that every five minutes asks me for an update !,1,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
3171,just great when you are mobile bill arrives by text,1,,
3172,"hi orgabeh , so we meet again . i think you are my soulmate . 😍 z <elongated> 😫 <hashtag> patience </hashtag>",1,"😫,😍","<hashtag>,</hashtag>,<elongated>"
3173,"<user> <user> accordng <number> lawyrs , evidence supported both sides , could hav supportd many differnt scenarios , warranting indictment",0,,"<number>,<user>"
3174,<user> <user> the link says the requested page could not be found . was the intentional ?,0,,<user>
3175,you guys seriously need to try this game <url> <hashtag> banana bonanza </hashtag>,0,,"<hashtag>,<url>,</hashtag>"
3176,"twitter slams austin strange fruit pr firm , spurring it to drop the name it shared with a song about lynching <url>",1,,<url>
3177,<user> yeah stressed isnt the word could easily punch someone in the face right now 😏 👊 👊,0,"😏,👊",<user>
3178,why can not i you retweet my your own tweets ? this is an important issue that needs to be resolved !,1,,
3179,<user> this made me think of you <user> <number> <sad> i need vodka mixed w a bit of holy water right now,0,,"<number>,<sad>,<user>"
3180,"some are really loving the criticism on zoella . let it rest , please . i wonder what you would do for some £ £ £ .",0,,
3181,<user> <user> you can not reason with someone with a bio as moronic as his . so should everyone else <hashtag> so democratic </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
3182,did you know ? if you are reading this right now you are not blind . <repeated> lol .,1,,<repeated>
3183,hey everyone . <repeated> i want this as a christmas gift <happy> can you send me one ? <user> <hashtag> gtx 980 </hashtag> <url>,0,,"<happy>,<url>,</hashtag>,<user>,<hashtag>,<repeated>"
3184,i can not wait to go to the post office to get bent over with <money> shipping fees to mail my folks ' <hashtag> christmas </hashtag> gifts to montana .,1,,"<hashtag>,<money>,</hashtag>"
3185,<user> <user> yeah this happens to me every time i want to like a video <sad>,0,,"<sad>,<user>"
3186,<user> <user> <user> well done . you have more twitter followers than me . you have succeeded in life,1,,<user>
3187,now i see why this play wasn ' t reviewed . because it wasn ' t even close . <url>,1,,<url>
3188,"<user> yep , that ' s what they say .",1,,<user>
3189,sometimes i just dont understand anything <hashtag> stubborn </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
3190,<user> thanks for the update spot . i am good w / that . if you can post some stuff on this on my blog <url>,0,,"<url>,<user>"
3191,still awake so <elongated> that ' s nice . <repeated>,1,,"<elongated>,<repeated>"
3192,what an eventful day . <repeated> ✌ ️,1,✌,<repeated>
3193,soccer game should be fun today . <repeated> 😂 😂,1,😂,<repeated>
3194,"<user> steve , steve , steve . that ' s data . you will never win any hearts and minds if you do not appeal for the poor polar bears",1,,<user>
3195,now gonna enjoy this day with my babies ! <repeated> ✌ ️,0,✌,<repeated>
3196,<url> <hashtag> teen anal casting </hashtag> <hashtag> katarro </hashtag> katarro anal and <number> about a girl nirvana cover,0,,"<hashtag>,<url>,<number>,</hashtag>"
3197,"too late , thrown the <hashtag> ps 4 </hashtag> out of the window last night cus i could not play <url>",1,,"<hashtag>,<url>,</hashtag>"
3198,thankful our stat teacher is dropping the lowest quiz <user> <hashtag> life saved </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
3199,working on boxing day is so fun,1,,
3200,i am glad the dc council has it ' s priorities intact . <repeated> <hashtag> dc </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>"
3201,i love when half the group is really committed and the other half just does not give a crap ! <hashtag> perfection </hashtag>,1,,"<hashtag>,</hashtag>"
3202,sneezing when you have to pee <hashtag> jusy girly things </hashtag>,1,,"<hashtag>,</hashtag>"
3203,saying no to them is the first way you say yes to yourself .,1,,
3204,<user> <user> <hashtag> dirt </hashtag> its not your country !,0,,"<hashtag>,</hashtag>,<user>"
3205,<user> duly noted p p p,0,,<user>
3206,many of the best ideas come from having fingers too fat for your keyboard . <hashtag> nimble </hashtag> <hashtag> agile </hashtag>,1,,"<hashtag>,</hashtag>"
3207,lol . <repeated> that ' s real cute 😒,1,😒,<repeated>
3208,<user> re xmas christmas is itself an abbreviation of christ ' s mass . <user> <url>,1,,"<url>,<user>"
3209,🙀 😱 🙀 😱 🙀 😱 <hashtag> popcorn </hashtag> ! <repeated> 😂 🎅 😂 🎅 😂 🔫 🔫 bringing this at movie tuesday night ! <repeated> <url>,1,"🎅,🔫,😱,😂","<hashtag>,<url>,</hashtag>,<repeated>"
3210,"<hashtag> ukraine </hashtag> ' s <hashtag> president </hashtag> to <hashtag> meet </hashtag> <hashtag> russian </hashtag> , <hashtag> french </hashtag> , <hashtag> german </hashtag> <hashtag> leaders </hashtag> , <hashtag> rules </hashtag> <hashtag> out </hashtag> <hashtag> offensive </hashtag> . <url> via <user>",0,,"<hashtag>,<url>,</hashtag>,<user>"
3211,"do not think for a second i am out to drown your memory , you ain ' t worth the whiskey",0,,
3212,"<hashtag> video </hashtag> on <hashtag> jesus </hashtag> and <hashtag> bulldogs </hashtag> which is <hashtag> deep </hashtag> and <hashtag> meaningful </hashtag> cough , <hashtag> dog </hashtag> <hashtag> dogs </hashtag> <hashtag> bulldog </hashtag> <hashtag> religion </hashtag> <hashtag> vlog </hashtag> <url>",1,,"<hashtag>,<url>,</hashtag>"
3213,<user> <user> great days there under wilko .,1,,<user>
3214,<user> sounds like so <elongated> much fun !,1,,"<elongated>,<user>"
3215,it is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores .,1,,
3216,i always <allcaps> loved </allcaps> that my family was the last one to open presents,1,,"</allcaps>,<allcaps>"
3217,free dating and relationships books <hashtag> freebie book download </hashtag> <url> <hashtag> green living </hashtag>,0,,"<hashtag>,<url>,</hashtag>"
3218,"in <hashtag> business </hashtag> , knowing ' what to do ' is very imp . <hashtag> say no </hashtag> to anything that comes b / w u n ur <hashtag> dreams </hashtag> . even <hashtag> money </hashtag> . <hashtag> entrepreneur </hashtag> <hashtag> tips </hashtag>",0,,"<hashtag>,</hashtag>"
3219,big shocker that <number> of <number> called in,1,,<number>
3220,ready to conquer the day 😜 <user> <hashtag> leave me alone mom </hashtag> <hashtag> my 2 fave </hashtag> ❤ ️ <hashtag> bah humbug </hashtag> <url>,1,"❤,😜","<hashtag>,<url>,</hashtag>,<user>"
3221,<user> but talking rubbish about system on twitter can not change anything action speaks louder than words,0,,<user>
